sqft_living,sqft_lot,floors,sqft_above
1480,6600,1.0,740
1358,1141,3.0,1358
1750,7490,1.0,1180
1830,29110,2.0,1230
1170,6750,1.0,800
3170,7634,2.0,3170
1530,4875,2.0,1530
1100,8281,1.0,1100
2030,3974,2.0,2030
1870,7500,1.0,1320
3080,12476,2.0,3080
2480,60548,1.0,1600
910,22725,1.0,910
810,5100,1.0,810
3990,9938,2.0,3990
1430,1383,3.0,1430
2190,8402,2.0,2190
2290,10186,2.0,2290
3020,13237,2.0,2840
2260,280962,2.0,1890
2020,67953,1.5,1620
2620,4743,1.0,1310
2830,8630,2.0,2830
1700,9840,1.0,1200
1110,6411,1.0,1110
2150,64694,1.0,1450
2650,13684,2.0,2650
3870,65556,2.0,3870
2530,17856,2.0,2530
1450,7850,1.5,1450
2200,3360,2.0,2200
1890,9623,1.0,1290
1530,14633,1.0,1100
1590,8911,1.0,1590
2690,18653,2.0,2690
990,10125,1.0,990
1300,8099,1.0,1080
1720,6570,1.5,1720
2080,75794,1.0,2080
1840,8234,2.0,1840
4010,6000,2.0,2560
3560,6187,2.0,3560
1640,4635,1.5,1540
530,6350,1.0,530
1990,15375,1.0,1140
1690,7245,1.0,1160
2670,16777,1.5,1620
1930,3876,1.5,1450
810,3880,1.0,810
1550,3680,1.0,1050
2640,10720,2.0,2640
2320,10046,2.0,2320
2170,73616,1.0,2170
2080,5750,1.0,1040
2070,10488,1.0,1080
800,4850,1.0,800
2040,14383,1.0,1270
2830,10677,2.0,2830
1480,7560,1.0,1100
1810,6750,1.0,1280
1970,2600,2.5,1970
2650,4316,1.5,1520
2820,15233,1.0,1820
1400,7880,1.0,1000
1580,6065,2.0,1580
1800,11034,2.0,1800
3360,6000,2.0,2640
1510,17040,1.0,1510
4285,9345,2.0,4285
1610,7423,2.0,1610
2470,5074,2.0,2470
1200,7220,1.0,1200
1260,8910,1.0,1260
920,4095,1.0,920
2540,8250,1.0,1440
1870,5143,1.0,1870
3060,9950,1.5,1810
1950,8628,2.0,1950
1730,40250,2.0,1730
2570,9600,1.0,1620
1490,9800,1.0,1140
2040,8265,2.0,2040
2690,5505,2.0,2690
1610,6000,2.0,1610
2520,5400,1.5,1410
1550,8134,1.0,1550
1800,4800,1.0,900
1170,6134,1.0,1170
900,13531,1.0,900
2800,8540,1.0,1730
1830,4500,1.5,1830
1380,3225,1.0,940
1990,9600,1.0,1530
1170,976,2.0,780
1400,54014,1.5,1400
2620,11200,1.0,1770
880,7500,1.0,880
2260,7500,1.0,1460
1300,11520,1.0,1300
1450,6829,1.0,1450
1110,6000,1.0,1110
1890,5940,1.0,1470
1100,1751,2.0,940
1350,4592,1.0,1070
3020,50800,1.0,1510
730,5200,1.0,730
1390,3600,1.0,1010
2710,47419,1.5,2170
1530,5250,1.0,1110
2170,3978,1.0,1340
790,2640,1.0,790
1160,8625,1.0,1160
1080,8100,1.0,1080
2190,8000,1.0,2190
2030,6500,2.0,2030
2480,8755,2.0,2480
2240,7620,1.0,1120
1650,7311,1.0,860
1700,5750,1.5,1450
2790,16173,2.0,2790
3010,10830,2.0,3010
2550,10000,1.0,1290
2880,35610,1.0,2880
2090,4000,1.0,1060
740,5200,1.0,740
960,6200,1.0,960
2100,7560,2.0,2100
2540,5930,2.0,2540
1650,10250,1.0,1650
770,4600,1.0,770
2280,14810,1.0,1500
1660,3729,1.0,970
2020,8100,1.5,1160
970,14850,1.0,970
2480,6600,2.0,2480
1250,7320,1.0,1250
4430,31353,2.0,4430
740,5000,1.0,740
710,7200,1.0,710
1970,10500,1.0,1820
820,6000,1.0,820
1000,6500,1.0,1000
3080,35430,2.0,3080
2410,12000,2.0,2410
2370,11172,2.0,2370
4690,6705,2.0,3450
2280,6815,1.0,2280
1530,7020,1.0,1030
3610,52595,2.0,3610
1740,3600,1.0,990
3600,9200,1.0,2100
3130,5700,1.5,1750
3940,9780,2.0,3940
2200,13320,1.0,1100
1510,7200,1.5,1510
1560,7930,2.0,1560
1870,4198,2.0,1870
2070,7225,1.0,1690
1660,11747,1.0,830
2010,57934,1.0,2010
1410,40500,1.0,1410
1820,7194,1.0,1820
2560,16420,2.0,2560
2450,4187,2.0,2450
3110,4400,1.5,2010
2210,7000,2.0,2210
2630,6326,2.0,2630
2350,8636,1.0,1550
4450,7680,2.0,3460
1200,10458,1.0,1200
1210,7733,1.0,1210
1290,8470,1.0,970
3490,21064,1.0,2290
3360,15091,2.0,3360
2660,5511,1.0,1330
770,7554,1.0,770
1800,4763,2.0,1240
2900,5760,1.0,1660
1430,6000,1.0,1430
2550,7591,2.0,2550
1310,7300,1.0,1310
1430,8000,1.0,1430
1880,6288,1.0,1120
1600,2375,2.0,1600
1760,9732,1.0,1760
1180,3003,2.0,1180
2330,31705,2.0,2330
1960,12688,1.5,1960
1140,13440,1.0,1140
1400,6956,1.0,1400
2710,22120,1.0,1410
3510,6745,2.0,3510
910,4600,1.0,910
2090,65558,1.0,1330
1410,44866,1.0,1410
3050,12700,2.0,2240
2010,7200,1.0,1010
2120,53578,2.0,2120
1270,8000,1.0,1270
1670,8800,1.0,1150
1800,4338,2.0,1800
1640,5515,1.0,940
1740,9672,1.0,1110
1600,5952,1.0,1150
1280,1920,1.5,1280
1480,11171,1.5,1480
1980,7334,2.0,1980
3730,10626,1.0,3730
900,8374,1.0,900
3480,6000,3.0,3480
2840,13367,1.0,1420
2490,4244,2.0,2490
1490,7111,2.0,1490
1510,4908,1.0,1510
2900,18303,2.0,2900
2240,3825,2.0,2240
2040,5000,2.0,2040
1460,7980,1.0,1460
990,8925,1.0,990
1970,9389,1.0,1140
2660,4000,2.0,2660
870,5700,1.0,870
1740,6992,2.0,1740
2290,3777,2.0,2290
2170,7140,1.0,1290
2040,8173,1.0,1470
1770,6650,1.0,1770
2380,12681,1.0,1380
2030,103672,1.0,2030
2270,23900,1.0,1820
1390,5025,1.5,1390
1530,26642,1.0,1180
1430,13300,1.5,1230
2030,7549,1.0,2030
2390,6976,2.0,2390
2540,11500,1.0,1640
1890,36300,1.0,1890
1870,5876,2.0,1870
1780,4228,1.0,1780
1610,58370,1.0,1610
1420,6788,2.0,1420
4440,9270,1.0,2220
1820,5001,2.0,1820
1620,8400,1.0,1180
870,7227,1.0,870
1830,5375,1.0,1060
2290,9600,1.0,2290
1110,10402,1.0,1110
1440,7100,1.5,1440
3070,7050,1.0,1570
2440,11700,1.0,1480
2410,4680,2.0,2410
2270,5175,2.0,2130
2340,7200,1.0,1590
1800,9000,2.0,1800
2210,7597,1.0,1550
1820,22320,1.0,1250
1190,9083,1.0,1190
1400,6865,1.0,1400
2600,4506,2.0,2600
910,4635,1.0,910
1760,2320,2.0,1760
860,5160,1.0,860
2310,9800,1.0,1780
2000,3728,1.5,1820
2460,7830,1.0,1490
1020,15000,1.5,1020
1670,3980,2.0,1670
790,5024,1.0,790
2010,7755,2.0,2010
2600,6536,2.0,2600
1890,7210,1.0,1890
4600,23250,1.5,3600
2008,5050,1.0,1216
880,6413,1.0,880
1700,8360,1.0,850
1730,12821,1.0,1730
3910,59863,2.0,2490
2160,9682,2.0,2160
1200,8034,1.0,1200
3860,9600,1.0,2660
1320,7560,1.0,840
1280,12500,1.0,1060
1100,5100,1.0,1100
2170,9798,2.0,2170
2720,51396,2.0,2720
2520,6398,2.0,2520
2560,4800,1.0,1280
2650,7200,2.0,2250
2870,7200,2.0,2870
1230,2726,1.5,880
1450,6000,1.0,1450
3180,9889,2.0,2500
1800,8900,1.0,900
2020,12500,2.0,2020
620,14823,1.0,620
2190,220414,1.0,1330
1980,7081,1.0,1470
2970,7000,1.0,1810
2270,4400,2.0,2270
1630,6009,1.0,1630
1520,8450,1.0,1120
2080,5687,1.5,2080
3020,9648,1.0,1980
2180,28710,1.0,1180
1780,8768,1.0,1050
1370,6780,2.0,1370
3050,7020,2.0,2050
1490,12000,1.0,1490
1800,5453,1.0,1050
1760,6723,1.0,1160
1770,9848,1.0,1370
2910,7712,1.0,1600
2880,426452,2.0,2880
2520,5043,1.0,1260
3190,38119,2.0,3190
540,2500,1.0,540
3170,5340,2.0,3170
1830,7371,1.0,1830
1360,4840,1.5,1360
1870,25157,2.0,1870
1370,4790,2.0,1370
1700,9000,1.0,1700
1960,5008,1.0,980
4140,9066,1.0,2070
1290,6528,1.5,1290
2460,6454,2.0,2460
1580,8000,1.0,1040
700,2550,1.0,700
2410,15899,2.0,2410
2180,9702,1.0,1090
1950,12630,1.0,1230
2630,28298,2.0,2630
2050,9015,2.0,2050
790,6750,1.0,790
1070,5280,1.0,1070
13540,307752,3.0,9410
2320,7379,2.0,2320
2670,13463,2.0,2670
700,5200,1.0,700
860,7740,1.0,860
3490,8400,1.5,3490
1160,257875,1.0,1160
3650,57538,2.0,3650
1550,10050,1.0,1550
2620,9525,2.5,2620
720,4758,1.0,720
1380,5198,1.0,1380
1170,34925,1.0,1170
1170,11960,1.0,1170
1630,12059,1.0,1270
1890,6557,1.0,1890
1010,9450,1.0,1010
2040,10033,1.0,1420
4080,10295,2.0,4080
1270,8925,1.0,1270
790,3000,1.0,790
2580,6740,2.0,2580
2290,6738,2.0,2290
3490,5000,2.0,3490
1510,30185,1.5,1510
2400,4564,2.0,2400
900,3400,1.0,900
1270,7440,1.0,910
1050,5000,1.0,1050
2950,9010,2.0,2950
1850,3060,1.0,1060
1970,4036,2.0,1970
2400,8592,2.0,2400
2360,8642,1.5,2060
1580,9382,1.0,1080
1790,7055,1.0,1520
2840,216493,2.0,2840
1970,6634,2.0,1970
1780,6771,1.0,1230
3920,5250,1.5,2560
1550,1905,2.0,1550
2980,7200,1.5,2980
1270,7153,1.0,1270
3040,12160,1.0,1520
2075,16200,2.0,2075
1110,9920,1.0,700
800,8125,1.0,800
680,21727,1.0,680
1680,7910,1.0,1680
3910,22710,1.5,3910
2780,11000,1.0,1560
2000,9083,2.0,2000
3150,9703,2.0,3150
1120,17332,1.0,1120
1740,12204,1.0,1270
2970,23100,1.0,1510
2970,23100,1.0,1510
1150,19200,1.0,1150
1190,7408,1.0,830
900,7500,1.0,900
2950,4446,2.0,2450
1990,15985,1.0,1540
1020,9147,1.0,1020
2070,7200,2.0,2070
1430,1002,3.0,1430
2030,8000,2.0,2030
1620,2640,2.0,1620
4220,196817,2.0,4220
2300,7800,2.0,2300
3830,10005,2.0,3830
2390,34041,1.0,1840
1440,7673,1.0,940
910,5525,1.0,910
1550,12262,1.0,1550
2380,91476,1.0,1580
2060,8100,1.0,1310
1880,9163,2.0,1880
3470,4160,2.0,2480
2360,12744,2.0,2360
1970,10800,1.0,1300
1040,7800,1.0,1040
1420,3750,2.0,1420
2290,5249,2.0,2290
1530,8375,1.0,1020
1360,9760,1.5,1360
3680,35736,1.5,2320
920,4770,1.0,920
1070,5824,1.0,1070
1590,9912,2.0,1590
1600,6700,2.0,1600
1510,7300,1.0,1040
1080,10500,1.0,1080
1330,2856,1.0,930
850,6800,1.0,850
1960,8592,1.0,1290
6980,15682,3.0,5330
1530,7200,1.5,1400
1320,7980,1.0,1320
2320,7200,2.0,2320
960,8100,1.0,960
2040,5508,2.0,2040
1080,8214,1.0,1080
2020,4800,1.0,1090
1780,7567,1.0,1290
1140,7028,1.0,1140
1610,4160,1.0,1010
1440,8536,1.0,1440
4270,25807,2.0,4270
3460,4600,2.0,2860
1890,16001,1.5,1890
2240,6000,2.0,2240
760,4000,1.5,760
1020,6173,1.0,780
1330,9900,1.0,1330
2780,12335,1.0,1590
1070,6120,1.0,1070
2660,7700,1.5,1670
710,7120,1.0,710
3340,52476,2.0,3340
1160,7500,1.5,1160
2840,59677,1.0,1580
2000,36000,1.0,2000
1060,5750,1.0,1060
1730,10396,1.0,1730
2190,2658,2.0,2190
1660,8160,1.0,1660
2210,7557,2.0,2210
870,7020,1.0,570
3100,7250,2.0,3100
1720,3515,2.0,1470
3120,4240,2.0,2090
1040,4240,1.0,860
1650,9305,1.0,1650
1010,5000,1.0,1010
4020,44431,2.0,4020
2166,6342,2.0,2166
1880,5000,1.0,1100
2260,7680,1.0,1130
2010,4400,1.5,2010
3330,8897,2.0,3330
1520,7200,1.0,1030
3510,4798,2.0,2700
1580,507038,1.0,1580
1460,5040,1.0,1100
1460,5040,1.0,1100
1650,7700,1.0,1650
2660,35010,2.0,2660
3510,24604,2.0,3510
2120,9603,2.0,2120
1780,9315,2.0,1780
2000,13300,1.0,1200
1300,9000,1.0,1300
2180,4976,1.5,1680
1790,8228,1.0,1390
1910,5040,1.5,1910
1800,4144,1.0,900
2620,10659,1.0,1660
1440,8425,1.0,1440
2790,12523,2.0,1600
2340,13445,2.0,2340
2070,8658,2.0,2070
2160,11484,1.5,2160
2090,11317,1.0,1090
2040,7260,2.0,2040
1950,9720,1.0,1400
1200,8460,1.0,1200
2240,94960,1.0,2240
1360,1489,2.0,1360
1500,10200,1.0,1300
1300,14500,1.0,650
1140,9800,1.0,1140
2930,9158,2.0,2930
2140,8874,2.0,2140
1628,286355,1.0,1628
1990,203861,1.0,1990
1950,19747,1.0,1150
1910,8117,1.0,1460
820,5150,1.0,820
1470,8682,1.0,1160
1470,8682,1.0,1160
1060,10023,1.0,1060
3130,8920,2.0,3130
1260,9693,1.0,1260
2200,13498,2.0,2200
2580,19607,1.0,1290
1350,944,2.0,1050
1350,8548,1.0,1350
2290,19000,1.0,1650
1220,8573,1.0,1220
2750,128502,1.0,1500
1430,12632,1.0,1430
2220,6233,2.0,2220
1490,15850,1.0,1490
2440,10200,2.0,2440
2070,8400,2.0,2070
1500,2400,1.5,1500
2020,10260,2.0,2020
2190,13660,1.0,2190
780,10064,1.0,780
1220,4200,1.0,1090
1840,10956,1.0,1840
2390,6928,2.0,1810
3710,15935,1.0,2130
750,5379,1.0,750
2110,7919,1.0,1110
1020,42966,1.5,1020
3080,7363,2.0,3080
900,4770,1.0,900
3720,25474,2.0,2090
940,7380,1.0,940
1040,7288,1.0,1040
1000,7615,1.0,1000
2080,9827,2.0,2080
2500,50595,2.0,2500
1050,8583,1.0,1050
1620,8645,1.0,1190
1610,8500,1.5,1610
2130,5000,2.0,2130
1460,11593,2.0,1460
1600,7350,1.0,1600
1730,2940,3.0,1730
2280,4602,2.0,2280
2430,7490,2.0,2430
1380,7575,1.0,1380
1790,6000,1.5,1790
3370,10602,2.0,3370
2920,6300,1.0,1710
2180,9300,1.0,1090
1480,6985,1.5,1200
2350,715690,1.5,2350
2440,8098,2.0,2440
1350,1189,2.0,1080
1970,3716,2.0,1970
1110,3960,1.0,1110
2950,5803,2.0,2950
2970,7261,2.0,2970
720,6400,1.0,720
770,5680,1.0,770
1650,7200,1.0,1650
1620,7350,1.0,1170
1510,10588,1.5,1510
1070,6109,1.0,1070
1010,6300,1.0,1010
3370,8402,1.0,2240
2000,5500,2.0,2000
2060,10839,2.0,2060
1740,6650,1.0,1240
1740,6650,1.0,1240
1880,7838,2.0,1880
960,12527,1.0,960
3280,26413,1.0,2670
1570,4400,1.5,1570
2990,5342,2.0,2990
1250,8636,1.0,1250
1920,4803,2.0,1920
2470,33305,2.0,2470
960,6700,1.0,960
940,5904,1.0,940
1260,5000,1.0,1260
2280,139392,1.0,2280
1740,8491,1.0,1240
2630,15000,1.0,1690
2430,5481,1.0,1430
2260,251460,1.5,2260
1220,5000,1.0,1220
2580,40392,1.0,1390
730,6000,1.0,730
760,3001,1.0,760
1740,6988,1.0,1600
3420,8405,2.0,3420
2240,7543,1.0,1140
1920,3600,2.0,1920
2020,7029,1.0,1430
1880,11400,1.0,1280
1010,25277,1.0,1010
3990,13087,2.0,2400
1390,6670,1.0,720
1230,11502,1.0,1230
2940,29013,2.0,2940
2190,8296,2.0,2190
640,10280,1.0,640
1670,7740,1.0,1130
1240,8528,1.0,1240
1850,14800,1.5,1760
2020,8400,1.0,1350
1020,4800,1.0,1020
1610,22496,1.0,1610
2730,42500,1.0,1530
2840,5000,1.0,1620
1290,3060,2.0,1290
1670,7881,1.0,1190
3860,15246,2.0,2940
2460,5100,1.5,1450
1660,8063,1.0,1660
3420,8700,1.0,2890
1010,43056,1.5,1010
2240,5624,1.0,1520
2340,5250,2.0,2340
1920,4500,1.0,960
2460,6600,1.5,1560
1470,11398,1.0,1470
3400,12442,2.0,3400
1910,8390,1.0,1910
1400,3600,1.0,700
1520,11085,1.0,1520
930,5077,1.0,930
2340,4730,2.0,1810
2920,3942,3.0,2920
1270,7350,1.0,1270
2450,11960,1.0,2450
1380,7620,1.0,1180
2520,6000,1.0,1400
2290,7350,2.0,2290
1660,6150,1.0,850
2800,9750,1.0,1400
1690,3068,2.0,1690
1180,7200,1.5,1180
1390,4160,1.0,790
2320,7400,1.5,1620
2270,32112,1.0,1740
2640,8215,1.0,1500
1680,8487,1.0,1680
990,8100,1.0,990
2770,4432,2.0,2770
950,5650,1.0,950
2160,4800,2.0,1290
1650,1838,2.0,1270
1800,4005,1.5,1160
1660,11135,1.0,1660
1870,5449,2.0,1870
3220,3960,2.0,2760
1850,19966,1.0,1090
1580,6360,1.5,1290
4590,17621,2.0,3160
2700,18246,1.0,1510
1020,7020,1.5,1020
2950,2932,3.0,2950
1780,224769,1.0,1780
710,5100,1.0,710
4300,70407,2.0,2710
2080,8690,1.0,1430
2360,7440,1.0,1180
2210,9870,2.0,2210
4340,8521,2.0,2550
1320,1012,3.0,1320
1980,9907,2.0,1980
3960,94089,2.0,3960
2130,6003,2.0,2130
1720,3951,2.0,1720
1790,30456,1.0,1350
1390,1222,3.0,1340
1900,9975,1.0,1500
1640,3090,1.0,910
2700,5100,1.0,1440
2200,7150,2.0,2200
1310,8514,1.0,1310
2480,5000,1.0,1480
3010,9800,2.0,3010
2450,5079,2.0,2450
1250,7029,1.0,1250
2610,117176,1.0,1390
2010,16020,1.5,2010
3120,14300,2.0,3120
1370,7944,1.5,1370
2420,11953,1.0,2420
1500,7036,1.0,1060
2630,9216,2.0,2630
950,3880,1.0,950
2680,12285,1.0,2680
3680,5759,2.0,2840
1270,7400,1.0,1270
2330,5000,1.5,2330
960,8100,1.0,960
1990,6671,2.0,1990
1450,7930,1.0,1150
2280,27441,2.0,2280
1830,7200,2.0,1750
1650,7800,1.0,1260
2720,193406,1.0,1700
1710,5000,1.0,1110
1420,9900,1.0,1050
1440,8040,1.0,960
1280,8710,1.0,1280
1320,24319,1.0,1320
2560,12760,1.0,1760
1480,7830,1.0,1480
2960,20240,2.0,2960
1160,5038,1.0,740
2110,4099,2.0,2110
1650,14054,1.0,1130
1950,9906,2.0,1950
2600,220300,1.5,2120
1270,4000,1.5,1270
1300,62290,1.0,1300
1790,10209,1.0,1290
1930,7266,2.0,1930
1200,6000,1.5,1200
2050,3784,2.0,2050
1710,6195,1.0,1410
2130,20423,1.0,2130
1700,2197,2.0,1260
1390,12500,1.0,1390
1230,9877,1.0,1230
1490,8847,1.0,1490
2440,15815,2.0,1990
970,4800,1.0,970
1700,8043,1.0,850
1700,8043,1.0,850
1720,5000,1.5,1720
1400,2250,1.5,1400
2570,7221,1.0,1570
1200,8040,1.0,1200
4390,11600,2.0,3060
1080,5000,1.0,1080
1860,7980,1.0,1860
2150,9820,1.0,1220
2250,12142,2.0,2250
2050,7700,2.0,2050
1010,3520,1.0,1010
5850,22885,2.0,4670
1900,5000,1.0,1400
1020,8442,1.0,920
3390,16025,2.0,3390
1990,2175,2.0,1680
3190,4980,2.0,3190
1210,18700,1.0,1210
3740,12080,1.0,2000
2150,4368,2.0,1610
2440,8100,1.0,1620
1230,1516,3.0,1230
2740,7980,2.0,2740
2260,9604,1.0,2260
1000,5125,1.0,1000
2350,46173,2.0,2350
2300,8938,2.0,2300
1440,8287,1.5,1440
2780,5000,1.5,1710
1200,6825,1.0,1200
3040,24192,2.0,3040
2660,223027,1.0,1330
1510,3000,2.0,1510
1780,6527,2.0,1780
2920,9163,1.0,1520
1550,12670,1.0,1550
2710,217800,2.5,2710
1140,27760,1.0,1140
940,3864,1.0,940
2160,7500,2.0,2160
2470,17008,2.0,2470
2800,6567,2.0,2800
2420,39704,1.0,2420
1460,7254,1.0,1460
1820,5756,1.5,1640
1520,2208,2.0,1040
1320,9967,1.0,940
1920,7779,2.0,1920
2640,5096,2.0,2640
2650,7945,2.0,2650
3640,13530,1.0,2570
1420,8800,1.0,1090
1540,37950,1.0,1090
1550,15239,1.5,1370
730,5040,1.0,730
2020,7540,1.0,1010
1200,15843,1.0,1200
1240,6400,1.0,1060
2680,100188,2.0,1580
1640,3804,2.0,1640
1640,5000,2.0,1640
1610,5024,2.0,1610
2290,14810,1.0,1400
2130,8078,1.0,1380
2140,13598,1.5,1620
4020,435600,1.5,4020
2030,8400,1.0,1330
1380,6250,1.0,1380
1780,1750,1.0,1400
1440,3200,1.0,960
2790,20824,1.0,1680
4190,8805,2.5,3490
3870,46609,2.0,3870
1850,7875,1.0,1250
1550,1469,3.0,1550
1920,1896,3.0,1920
790,13170,1.0,790
3740,32481,1.5,2240
1340,8856,1.0,1340
1620,3975,1.0,940
1680,8010,1.0,840
1610,4364,2.0,1610
4460,16953,1.0,2550
1200,1848,2.0,1200
1250,12507,1.0,1250
3630,9475,2.0,3630
4260,18000,2.0,4260
2180,15693,1.0,1850
1760,10350,1.0,1330
1820,7626,1.0,990
2120,9163,1.0,1450
2730,4268,2.0,2730
2430,7613,2.0,2430
1170,1105,1.0,1170
2090,4000,1.5,1890
3910,7500,2.0,2550
1140,15624,1.0,1140
1460,5700,1.5,1460
2700,14760,1.5,2700
670,6300,1.0,670
1880,6360,1.0,1040
1980,5352,2.5,1980
2080,10521,1.5,2080
1380,1225,3.0,1380
1808,19200,1.0,1808
1350,7973,1.5,1350
1760,2114,2.0,1400
1950,8325,1.0,1950
3170,4000,2.0,2340
3000,7500,2.0,3000
1460,16638,1.0,1460
1350,5850,1.0,1050
1470,7857,1.0,1180
3350,199253,2.0,3350
3350,199253,2.0,3350
1360,8136,1.0,1360
1020,7538,1.0,1020
1840,6750,1.0,1270
2030,10200,1.0,2030
1490,9112,1.0,970
2060,8398,1.0,1260
2240,7085,1.5,2240
1460,5715,1.0,1460
2140,13260,1.0,1240
1420,1246,2.0,1420
1060,3036,1.5,1060
1760,3600,1.0,880
2320,18919,2.0,2320
1770,3880,1.0,1300
4590,10920,1.0,2500
2040,11211,2.0,2040
1260,7250,1.0,1260
1650,9780,1.0,950
2380,36446,2.0,2380
2750,7500,2.0,2150
2810,7700,2.0,2810
1340,9764,1.0,1340
2420,43177,2.0,1690
2160,5581,1.0,2160
2450,4400,1.0,1450
1870,9000,1.0,1120
1000,223462,1.0,1000
2240,7791,2.0,2240
2200,5893,2.0,2200
790,12000,1.0,790
890,7200,1.0,740
1270,4000,1.0,1120
1850,2860,1.5,1210
1352,1694,3.0,1352
1540,8400,1.0,1180
1640,8529,1.0,1640
1350,4800,1.5,1350
2010,2778,2.0,1390
2080,5200,1.0,1040
1040,8125,1.0,1040
1890,5929,2.0,1890
1810,7630,1.0,1810
1930,14389,1.0,1130
1010,8184,1.0,1010
1740,10836,1.0,910
2910,8881,2.0,1940
1330,8004,2.0,1330
2210,11700,2.0,2210
2670,6517,2.5,2020
1000,6227,1.0,1000
3150,7277,2.0,3150
1520,12246,1.0,1520
1690,13825,1.0,1210
1070,9497,1.0,1070
910,8000,1.0,740
2130,8640,1.0,1430
2230,6930,1.0,1530
3560,11119,1.0,2290
2590,4961,2.0,2590
2040,6348,1.0,1020
2100,20150,1.0,2100
1340,7260,1.5,1340
2770,10773,2.0,2770
2400,12546,1.0,2400
1140,9779,1.0,1140
930,11450,1.0,930
1820,6600,1.0,1820
1390,3708,1.5,1390
1480,1165,3.0,1480
760,6000,1.0,760
1580,7416,1.0,1150
1870,16200,1.0,1250
1510,4080,1.0,1010
1250,1306,3.0,1250
2140,13068,1.0,1460
1540,9028,1.0,1540
2950,78843,1.5,2950
2020,4129,1.0,1230
2820,5000,1.5,2170
1660,10000,1.0,1660
1830,2417,1.0,930
720,5600,1.0,720
2160,9063,2.0,2160
1510,9837,2.0,1510
1870,42070,1.0,1870
2860,26136,1.0,1640
990,9145,1.5,990
1910,8710,1.0,1080
1350,10200,1.0,1350
2557,9480,2.0,2557
2610,5000,2.0,1710
1720,11875,1.0,1720
1170,9085,1.0,1170
1140,11480,1.0,1140
2350,9051,1.0,1570
1020,12289,1.0,1020
2730,5000,1.0,1460
1830,7614,2.0,1830
1690,3026,2.0,1690
2900,10500,1.0,1450
6380,88714,2.0,6380
1690,4000,2.0,1690
2660,5043,2.0,2660
4550,54013,1.0,2300
1530,9999,1.0,1150
2070,4463,1.5,1780
1880,7953,1.0,1880
2240,8664,1.0,1470
2540,4400,1.5,1630
1370,8137,1.0,1370
770,8612,1.0,770
7880,24250,2.0,7880
2970,59677,1.0,1610
740,6840,1.0,740
1360,7680,1.0,1360
1280,7560,1.0,1280
1920,7803,1.0,1080
2020,10584,1.0,2020
3310,127631,2.0,3310
2950,15593,1.0,1560
1320,7695,1.0,1320
3160,6961,2.0,3160
1640,17335,1.0,840
2440,76531,1.0,1640
3000,5548,2.0,3000
2810,6000,2.5,2810
2390,6888,2.0,2390
2080,3500,1.5,1260
2650,7500,1.5,1590
1060,1536,2.0,1060
1940,8312,1.0,1220
1080,4080,1.0,1080
1700,9600,2.0,1700
4440,10660,2.0,4440
1580,4000,2.0,1580
3630,38461,2.0,3630
1290,1137,3.0,1290
1960,4635,1.0,1000
2090,5015,1.5,2090
1960,43995,1.0,1960
2120,9297,2.0,2120
2290,34548,2.0,2290
1880,7965,2.0,1880
770,5160,1.0,770
1530,3210,1.5,1010
1450,27075,1.0,1450
1690,7320,2.0,1690
1880,3720,1.5,1880
4160,47480,2.0,4160
2140,7245,2.0,2140
1320,1462,3.0,1320
2000,10051,2.0,2000
1460,2610,2.0,1460
3070,8086,2.0,3070
1660,15000,1.0,1660
1810,4838,1.5,1050
3510,11200,2.0,3510
2180,2650,1.5,1410
3300,5720,1.0,1960
2460,4200,2.0,2460
1880,4175,1.5,1090
2290,9450,1.0,1670
2290,26720,2.0,2290
3860,18334,2.0,3120
2640,432036,1.5,2640
2850,209523,1.0,1930
3020,4000,1.5,1920
1510,3760,1.0,930
2410,8712,1.0,1260
1470,6122,1.0,1200
2890,12130,2.0,2830
3490,7024,2.0,3490
1270,1406,2.0,1060
1000,3700,1.0,800
1430,4096,2.0,1430
1060,20040,1.0,1060
1680,8946,1.0,940
2280,641203,2.0,2280
2450,4080,1.5,1490
3650,5353,2.0,2200
830,4000,1.0,830
3490,7494,2.0,3490
1050,1046,2.0,960
1170,1811,2.0,1170
1220,7200,1.0,1220
1310,8600,1.0,1310
3130,7582,2.0,3130
1590,41550,1.5,1290
1720,8638,2.0,1720
2520,212137,2.0,1590
1520,11067,1.0,1140
3260,4640,2.0,2360
3910,7500,2.0,3910
3480,6315,2.0,2360
3040,34670,2.0,3040
2030,7350,1.0,2030
3870,24700,2.0,2520
1870,1436,2.0,1870
2640,13939,1.0,1640
1940,4800,1.0,1030
1710,5633,2.0,1710
1690,7728,1.5,1690
2340,10495,1.0,2340
1700,20283,1.5,1340
1850,8124,1.0,1850
1370,7920,1.0,950
2900,9972,2.0,2900
2400,3192,2.0,2400
3740,30884,2.0,3060
2170,5988,2.0,2170
970,8378,1.0,970
2620,78843,1.0,1310
2980,10194,2.0,2980
2340,1919,2.0,2340
1880,48787,2.0,1880
1480,5325,1.0,1120
2240,9826,1.0,1370
2940,7675,2.0,2940
710,4000,1.0,610
1460,18599,1.5,1460
1530,19007,1.0,1290
2630,6185,2.0,2630
2230,16800,1.5,1700
960,3600,1.0,960
1180,1722,2.0,1180
1760,27332,1.0,1300
1340,8867,2.0,1340
2800,18673,1.0,1650
4330,11979,1.0,2090
3720,11610,2.0,3720
1670,5200,1.0,1030
1100,7657,1.0,1100
3240,8016,2.0,2910
